You'll Be Mine	1980	date
You And Me, Me And You	1980	date
Wrap It Up	1980	date
Willie The Wimp	1980	date
When A Guitar Plays The Blues	1980	date
Wall Of Denial lyrics	1980	date
Wait On Time	1980	date
Voodoo Chile (Slight Return) lyrics	1980	date
TuffEnuff	1980	date
True Love	1980	date
Too Many Dirty Dishes	1980	date
Tin Pan Alley lyrics	1980	date
Tightrope lyrics	1980	date
Think Twice Before You Go	1980	date
The Things (That) I Used To Do	1980	date
The House Is Rockin' lyrics	1980	date
The Highway Is Like A Woman	1980	date
The Healer	1980	date
That's Alright	1980	date
Texas Flood lyrics	1980	date
Tell Me	1980	date
Teardrops From My Eyes	1980	date
Take Off Your Shoes	1980	date
T-Bone Shuffle	1980	date
Sugar Mama	1980	date
Street Life	1980	date
Standing On The Edge	1980	date
Snowed In	1980	date
Snatchin' It Back	1980	date
Sell My Monkey	1980	date
Scratch-N-Sniff	1980	date
Say What!	1980	date
Say What! (Live Alive Version)	1980	date
Sally Mae	1980	date
Rockin' Chair	1980	date
Quicksand	1980	date
Pride And Joy lyrics	1980	date
Poor Boy	1980	date
One Of Those Nights	1980	date
No Substitute	1980	date
Nightlife Please Send Me Someone To Love	1980	date
Night Time	1980	date
My Mind Is Trying To Leave Me	1980	date
My Dream	1980	date
Mary Had A Little Lamb lyrics	1980	date
Make Love To Me	1980	date
Love Struck Baby lyrics	1980	date
Love Me Tender	1980	date
Love Me Darlin'	1980	date
Lookin' Out The Window lyrics	1980	date
Look At Little Sister	1980	date
Long Gone	1980	date
Lights Are On But Nobody's Home	1980	date
Life Without You lyrics	1980	date
Lets Straighten It Out	1980	date
Let Me Love You Baby	1980	date
Leave My Girl Alone	1980	date
Lay Another Log On The Fire	1980	date
Inflation Blues	1980	date
I've Got A Right To Love My Baby	1980	date
I'm Leaving You (Commit A Crime)	1980	date
I'mIn The Mood (Version 2)	1980	date
I'm Cryin' lyrics	1980	date
I Got The Message	1980	date
I Got Mad	1980	date
I Got A Problem	1980	date
I'd Be A Legend In My Time	1980	date
I Can't Let You Go	1980	date
I Believe I'min Love	1980	date
I Ain't Drunk	1980	date
Heed My Warning	1980	date
Groovy Little Hippie Pad	1980	date
Go On	1980	date
Give Me My Blues	1980	date
Give Me All Your Loving	1980	date
Get To Gettin'	1980	date
Gear Jammer	1980	date
Full Time Lover	1980	date
Empty Arms lyrics	1980	date
Ego Trip	1980	date
Drowning In The Sea Of Love	1980	date
Don't Go Reaching Across My Plate	1980	date
Don't Change On Me	1980	date
Dirty Pool	1980	date
Darlin' You Know I Love You	1980	date
Cuttin' Out	1980	date
Crossfire lyrics	1980	date
Couldn't Stand The Weather lyrics	1980	date
Come On lyrics	1980	date
Cold Shot lyrics	1980	date
Change It lyrics	1980	date
Change In Your Loving	1980	date
Cash Talkin' (The Workingman's Blues)	1980	date
Can't Get Enough	1980	date
But I Was Cool	1980	date
Business With My Baby Tonight	1980	date
Broken Heart	1980	date
Broke	1980	date
Brick	1980	date
Blue Monday Hangover	1980	date
Bending Like A Willow Tree	1980	date
Bad To The Bone	1980	date
Baby, Baby Lee (Version 2)	1980	date
Amnesia	1980	date
Almost Lost My Mind	1980	date
Ain't Gone 'N' Give Up On Love	1980	date
A World I Never Made	1980	date
A Good Fool Is Hard To Find	1980	date
You've Become A Habbit To Me	1980	date
You've Always Got The Blues	1980	date
You Talk Too Much	1980	date
You'll Be Mine	1980	date
You And Me, Me And You	1980	date
Wrap It Up	1980	date
Willie The Wimp	1980	date
Why Get Up	1980	date
When A Guitar Plays The Blues	1980	date
Wall Of Denial lyrics	1980	date
Wait On Time	1980	date
Voodoo Chile (Slight Return) lyrics	1980	date
Two Time My Lovin'	1980	date
TuffEnuff	1980	date
True Love	1980	date
Too Many Dirty Dishes	1980	date
Tin Pan Alley lyrics	1980	date
Tightrope lyrics	1980	date
Think Twice Before You Go	1980	date
The Things (That) I Used To Do	1980	date
The Moon Is Full	1980	date
The House Is Rockin' lyrics	1980	date
The Highway Is Like A Woman	1980	date
The Healer	1980	date
That's Alright	1980	date
Texas Flood lyrics	1980	date
Tell Me	1980	date
Teardrops From My Eyes	1980	date
Take Off Your Shoes	1980	date
T-Bone Shuffle	1980	date
Sugar Mama	1980	date
Street Life	1980	date
Standing On The Edge	1980	date
Snowed In	1980	date
Snatchin' It Back	1980	date
Sell My Monkey	1980	date
Scratch-N-Sniff	1980	date
Say What!	1980	date
Say What! (Live Alive Version)	1980	date
Sally Mae	1980	date
Rockin' Chair	1980	date
Quicksand	1980	date
Pride And Joy lyrics	1980	date
Poor Boy	1980	date
One Of Those Nights	1980	date
No Substitute	1980	date
Nightlife Please Send Me Someone To Love	1980	date
Night Time	1980	date
My Mind Is Trying To Leave Me	1980	date
My Dream	1980	date
Mary Had A Little Lamb lyrics	1980	date
Make Love To Me	1980	date
Love Struck Baby lyrics	1980	date
Love Me Tender	1980	date
Love Me Darlin'	1980	date
Lookin' Out The Window lyrics	1980	date
Look At That, Look At That	1980	date
Look At Little Sister	1980	date
Long Gone	1980	date
Lights Are On But Nobody's Home	1980	date
Life Without You lyrics	1980	date
Lets Straighten It Out	1980	date
Let Me Love You Baby	1980	date
